"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"28","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.212248136488223,5.52673842991199,0.96049154364772,0.35695358542065,0.627833509824934,-6.02115813460079
"29","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",0.837675999330944,7.00548027375822,3.97997346178044,0.00205824554015469,0.0518765467688947,-1.29776698237419
"30","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.0735712686402898,8.83186523049355,-0.339119880168503,0.740751643203914,0.88252863763895,-6.43169483557422
"31","17212813","Mstn","17700","myostatin",0.7975837395274,2.15879104818128,0.872104061107919,0.401341784914857,0.66775065520149,-6.10122845471088
"32","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",-0.418298464436315,5.85487693441151,-2.52507725958675,0.0277604051784873,0.178891874308157,-3.81926130534372
"33","17212874","Coq10b","67876","coenzyme Q10B",-0.213706570821069,8.91581651838081,-1.13857283701277,0.278495734491883,0.562389494033099,-5.840458893428
"34","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",-0.32385633947337,7.61255275646048,-2.09216136424779,0.0598098498598687,0.26046645888065,-4.53269365422204
"35","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.194917084310304,5.59491113774423,-0.877201079189909,0.398683169923228,0.665426990142161,-6.09679229364853
"36","17212982","Aox1","11761","aldehyde oxidase 1",-0.483302023899326,7.21162390743395,-2.24093168541631,0.0460667862827164,0.230317449182177,-4.2928037006403
"37","17213139","Bzw1","66882","basic leucine zipper and W2 domains 1",-0.137858385862746,9.84457965499911,-0.833091514684681,0.422090282432753,0.68016055199336,-6.13443322945411
"38","17213213","Casp8","12370","caspase 8",0.637718055448419,8.58499180193764,3.97895417090364,0.00206189347545039,0.0518765467688947,-1.29950724513231
"39","17213226","Stradb","227154","STE20-related kinase adaptor beta",0.106311508759351,6.72797226275894,0.609826325451891,0.554068225090972,0.770676081729324,-6.29795245433501
"40","17213295","Nop58","55989","NOP58 ribonucleoprotein",0.0292216744089426,6.44608822150627,0.0879271223369415,0.931476900129865,0.972011493637263,-6.48845899600848
"41","17213349","Carf","241066","calcium response factor",0.0567190701118268,5.37066272370369,0.328556260331452,0.748512615929128,0.885439261988072,-6.43541025546148
"42","17213446","Abi2","329165","abl-interactor 2",-0.178601131249276,6.28003503142811,-1.13212130186893,0.281086637623699,0.564435541948594,-5.84743628128974
"43","17213473","2310016D23Rik","76443","RIKEN cDNA 2310016D23 gene",0.323526221512118,1.8642465775311,0.890303232681827,0.391904542183174,0.660777903598879,-6.08528596226894
"44","17213598","Zdbf2","73884","zinc finger, DBF-type containing 2",0.631338787671714,3.0664202706592,2.90244753929471,0.0140517593146139,0.129060055082592,-3.1701631688883
"45","17213645","Fastkd2","75619","FAST kinase domains 2",-0.414423311286551,4.7632131994514,-1.70557139963028,0.115451857078255,0.362900640516847,-5.11936495327327
"46","17213687","Ccnyl1","227210","cyclin Y-like 1",-0.015001297080584,6.65799774314059,-0.0818953609180914,0.936165707882488,0.974406441647895,-6.48900369142924
"47","17213770","Map2","17756","microtubule-associated protein 2",0.402657562273125,3.81583346282423,2.47787247285961,0.0302135206768571,0.18574801007497,-3.89907767492333
"48","17213990","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",-0.207376827496634,7.74867360180009,-1.25651608382151,0.234338456065395,0.519710620340588,-5.70752048120899
"49","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",0.0400117007694361,4.96631714255481,0.232128685317589,0.820597642254901,0.924852001095868,-6.46396931184957
"50","17214100","Rpl37a","19981","ribosomal protein L37a",-0.21148035068583,2.15554826579991,-1.06920458634808,0.307333968833415,0.586274547745935,-5.91381781095296
"51","17214126","Rufy4","435626","RUN and FYVE domain containing 4",0.51035462123947,4.3184574244939,2.02612895989158,0.0670771688173077,0.27624352605092,-4.63696320603226
"52","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",0.236769144569649,2.76993714681856,0.450032100785488,0.661217172679894,0.838493949599154,-6.38578237480105
"53","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",0.509575588628055,2.84553041153701,2.15734610808384,0.0533678655234934,0.246009837378505,-4.4283857865197
"54","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.121399970546727,7.77933165269726,0.716633096539308,0.488179740639537,0.73112709727378,-6.22547772276902
"55","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.483452866761483,6.03639857581216,1.54160447201826,0.150754405408009,0.41445797249208,-5.3477033290027
"56","17214341","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",0.160787855861543,6.00850091562622,0.675492305556221,0.512978805542929,0.744693252267022,-6.25466828826564
"57","17214449","Stk16","20872","serine/threonine kinase 16",0.00612274977961214,8.46608669218952,0.0308618266822287,0.975919278871109,0.990811231244524,-6.49206458125175
"58","17214462","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",-0.574584833281045,6.08945985044555,-2.85309005783603,0.0153635842160454,0.134907444254661,-3.25589463013656
"59","17214476","Des","13346","desmin",0.164686606442638,9.61990027660164,0.47069769072788,0.646831615520447,0.831761962267205,-6.37584885035256
"60","17214487","Speg","11790","SPEG complex locus",0.328943540114739,4.52153090628605,1.08581864889978,0.300229099936245,0.58161496293052,-5.8965850728477
"61","17214672","Mogat1","68393","monoacylglycerol O-acyltransferase 1",-0.883671041402577,3.45870985550338,-4.00033941909507,0.00198674428566399,0.0517244555763302,-1.26301720562357
"62","17214711","Kcne4","57814","potassium voltage-gated channel, Isk-related subfamily, gene 4",0.86060870176175,4.58602302577869,2.98012056938543,0.0122105702194139,0.121054461049422,-3.03492964953871
"63","17214759","Rhbdd1","76867","rhomboid domain containing 1",0.0679554714031019,7.24129383731195,0.396524367894931,0.699120181350715,0.861091480596237,-6.40949839737786
"64","17214841","Agfg1","15463","ArfGAP with FG repeats 1",0.177263236901579,9.42434540636994,1.1592244733753,0.270326396911294,0.556635405719529,-5.81791447806626
"65","17214857","Ccl20","20297","chemokine (C-C motif) ligand 20",-0.106156156881211,2.1736724271259,-0.365597223192545,0.72143219227073,0.873380471069891,-6.42187696337125
"66","17214924","Sp140","434484","Sp140 nuclear body protein",0.420313954423673,3.27556961751181,0.883990678289766,0.395160476128797,0.663316618705348,-6.09084812649673
"67","17215222","Eif4e2","26987","eukaryotic translation initiation factor 4E member 2",0.00781819622787161,8.0508577247705,0.0518725100855274,0.959537921214059,0.983013357096627,-6.49113977055728
"68","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",-0.163263650385054,5.66510130482853,-0.918188838557799,0.377743678071691,0.646194152350074,-6.06030692696816
"69","17215395","Dgkd","227333","diacylglycerol kinase, delta",0.141666451587668,8.5124086111605,0.654989224933761,0.525612162190171,0.752598189190517,-6.26862295490488
"70","17215605","Ackr3","12778","atypical chemokine receptor 3",-0.0507243411664771,7.85763254862178,-0.272378046840611,0.790255095121562,0.90817430808025,-6.45322670697305
"71","17215612","Cops8","108679","COP9 signalosome subunit 8",-0.210841682861957,8.00583417690703,-1.48532408275042,0.164872599898944,0.43549057264882,-5.42269899931476
"72","17215647","Prlh","623503","prolactin releasing hormone",0.449410549221863,2.54260168006362,1.58557436794046,0.140464349822216,0.400448214812476,-5.2878690160301
"73","17215650","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",-0.0169588614141372,5.17670985314756,-0.079656084438169,0.937907067582059,0.974710396026886,-6.48919607156515
"74","17215697","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.29280910613931,2.60324826302401,-0.871400523201965,0.40170970067023,0.667991582230864,-6.10183900788165
"75","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.405249487441191,5.39389962630756,-2.20414737547105,0.0491542401752902,0.23698517727024,-4.35271172420679
"76","17215750","Klhl30","70788","kelch-like 30",0.228719246983713,2.65919066427854,0.615528237714368,0.550428676009267,0.769447440862337,-6.2943571783884
"77","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",-0.353739144623678,4.27830425107707,-1.28699689382207,0.223889782628877,0.510088850758802,-5.67155901261765
"78","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",0.58534921764273,2.98609772371487,1.06528669731691,0.309027738024229,0.587688859446292,-5.91785021163752
"79","17215813","Olfr1411","258483","olfactory receptor 1411",-0.166215106613586,2.99647614539505,-0.455288978291209,0.657543967502178,0.836589562013078,-6.38329621098844
"80","17215820","Gpc1","14733","glypican 1",0.0978630068295292,5.23901633462784,0.311933213201823,0.760783994994366,0.891502362794192,-6.44102328436235
"81","17215834","Dusp28","67446","dual specificity phosphatase 28",-0.543045415872942,5.64758273920915,-1.89293138924872,0.0843075148172387,0.312010753229682,-4.84254833248827
"82","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",-0.223318683853609,7.93878855640956,-1.56990658289915,0.144058576474754,0.404678847267366,-5.30931187058906
"83","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",-0.353973548620553,2.24683478858575,-1.70229220431636,0.116078971741216,0.363201159536194,-5.12406638190306
"84","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",0.0575236904766827,7.33126421132126,0.219494822898299,0.830187865221461,0.930407062875933,-6.46699139148669
"85","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",-0.256718063779878,6.96675459638086,-1.21628608461366,0.248726077009906,0.533442603558494,-5.75399183171718
"86","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.0390653930362417,7.39023920846142,-0.122959190392522,0.904303890864733,0.964442047847834,-6.48453197661249
"87","17216638","Tmem185b","226351","transmembrane protein 185B",-0.351887325786706,6.09681978870536,-1.80032817343223,0.0985937633833679,0.334492609144253,-4.98131548461992
"88","17216642","Sctr","319229","secretin receptor",-0.509323724898109,7.13500019423996,-1.64068020420642,0.128439111131736,0.380927883832014,-5.21140741969517
"89","17216836","R3hdm1","226412","R3H domain containing 1",0.183929722003823,8.60053843678871,0.858256605501364,0.408625615903205,0.671868400744893,-6.11316668314353
"90","17216870","Ubxn4","67812","UBX domain protein 4",-0.485183781751678,8.28793602983438,-3.42384711398204,0.00549267269501375,0.0818162290988616,-2.25955232292897
"91","17216937","Yod1","226418","YOD1 deubiquitinase",-0.120505622251573,5.59811267555193,-0.610387423942905,0.553709480239558,0.770429708136612,-6.29760004683982
"92","17217116","Rab29","226422","RAB29, member RAS oncogene family",0.034353247781044,5.89938747497503,0.128624850944285,0.899920253171224,0.962959699068851,-6.48377460477052
"93","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",-0.167956749709183,3.60678019644064,-0.549836622797931,0.593155936241887,0.797981969493692,-6.33387127730541
"94","17217216","Rbbp5","213464","retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",-0.244304309187044,7.21153652733298,-1.19783234789708,0.255556929143244,0.541690227153891,-5.77492325402733
"95","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.3928147284502,4.83710214996416,-2.58293436814434,0.025018340716822,0.171858038689586,-3.72092161439619
"96","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",-0.512584584394837,9.72848466070326,-2.83298541068839,0.0159323347693364,0.135745162476116,-3.29076204168042
"97","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",-0.170901253738495,3.37268234842484,-0.695458311468321,0.50085102629446,0.737487014010604,-6.2406991617416
"98","17217415","Mybph","53311","myosin binding protein H",0.188949485302455,4.28571969130951,0.372849953408672,0.716174580802437,0.869939853504635,-6.41906194387485
"99","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",-0.00806011371082249,2.16468654308,-0.0301868367103126,0.976445780793451,0.990913075901673,-6.49208650603927
"100","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",-0.244677504277518,3.06775981694504,-0.771030902385917,0.456542875933476,0.706414526510944,-6.18447861302155
"101","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",-0.188119120699692,9.61306830313325,-1.07165331690958,0.306278896257671,0.58528001503289,-5.91129141044105
"102","17217625","Tnni1","21952","troponin I, skeletal, slow 1",0.582178776283642,3.77450073789962,0.682266622924653,0.508844509342495,0.741705596119239,-6.24997055572049
"103","17217666","Tmem9","66241","transmembrane protein 9",-0.169471733176559,6.11192246378528,-0.77651817356328,0.453425663786637,0.703761761211608,-6.18019302634717
"104","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",1.09493826338757,5.27104643720988,0.81059535860333,0.434374683760316,0.689676704527435,-6.15297153472073
"105","17217777","Ddx59","67997","DEAD box helicase 59",0.189829584483254,4.77142256808601,1.16733399578109,0.267169960910773,0.55356876329886,-5.80897502314616
"106","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.821339936735751,7.07388661300447,1.70291996565855,0.115958683528551,0.363201159536194,-5.12316675712947
"107","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.212115169780573,7.01282319612501,1.17740442952487,0.263290488044831,0.549428131539056,-5.7978064878916
"108","17218149","Ivns1abp","117198","influenza virus NS1A binding protein",0.587127309007316,11.2194983601847,2.85376503911668,0.0153448447563002,0.134907444254661,-3.25472344918465
"109","17218233","Colgalt2","269132","collagen beta(1-O)galactosyltransferase 2",-1.24672126949761,4.48597359516584,-7.03402940173845,1.90598796588942e-05,0.00543478854273612,3.2667617178398
"110","17218449","Angptl1","72713","angiopoietin-like 1",-0.0924085945315385,4.82010790648567,-0.331469388709411,0.746369432874357,0.885402624877762,-6.43439716138454
"111","17218514","Astn1","11899","astrotactin 1",-0.0703826400507799,2.19319152177456,-0.263204580502994,0.797140909895278,0.911878354226457,-6.45582412669673
"112","17218598","4930523C07Rik","67647","RIKEN cDNA 4930523C07 gene",0.105475314107761,6.73234490818864,0.521070028651007,0.612398740047507,0.80865350446932,-6.34984761116509
"113","17218620","Rc3h1","381305","RING CCCH (C3H) domains 1",-0.0837354134874122,9.34809708867637,-0.368128854670762,0.719595255977533,0.872077796558079,-6.42090048422552
"114","17218760","Gm20471","105243993","predicted gene 20471",0.185182761635095,2.04840467360636,0.656959201419173,0.524390500907817,0.752216788393066,-6.2672994131079
"115","17218835","Sell","20343","selectin, lymphocyte",0.351712803074109,5.26390682399909,1.03325262576458,0.323140136532001,0.600522769603004,-5.95036675432279
"116","17218907","Nme7","171567","NME/NM23 family member 7",-0.352962172527166,4.33849979445511,-1.50160814972657,0.160675401803503,0.431133977253419,-5.40118778603455
"117","17218942","Gpr161","240888","G protein-coupled receptor 161",-0.187029258763688,3.34800535596971,-0.673039403632548,0.514480684185441,0.745399921943423,-6.25635864463001
"118","17219011","Cd247","12503","CD247 antigen",-0.054430407964837,3.94647630319306,-0.293601266296886,0.774396636001252,0.896922061194487,-6.44688124966808
"119","17219079","Fam78b","226610","family with sequence similarity 78, member B",0.577999811137113,4.79732719003909,2.49240033235145,0.0294368367486836,0.184220965920245,-3.87455538619501
"120","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",0.153841821073502,4.75965296073107,0.347915439148878,0.734312426608618,0.880292854961442,-6.42851344903853
"121","17219222","Mpz","17528","myelin protein zero",-0.267765641640318,6.38762572925649,-0.333738370247077,0.744701691534818,0.88512777469442,-6.43360200846257
"122","17219242","Apoa2","11807","apolipoprotein A-II",0.522503077611005,4.39066110986636,1.90718858253623,0.0822847603130539,0.30737438849318,-4.82086761760531
"123","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",0.992408007683272,3.91394187581496,2.19396778089593,0.0500428963271815,0.23953386347495,-4.36922464969626
"124","17219397","Cd48","12506","CD48 antigen",-0.372496329135957,3.47549389433735,-1.45944197815615,0.17173655310982,0.446510647589823,-5.45656732643672
"125","17219499","Dcaf8","98193","DDB1 and CUL4 associated factor 8",0.117736488648035,8.28167629641735,0.65655375124615,0.524641801469996,0.752216788393066,-6.26757211788844
"126","17219546","Slamf9","98365","SLAM family member 9",0.262527787773474,3.84307054704955,0.992719441462928,0.341673948119906,0.613292446445443,-5.99033477593349
"127","17219581","Tagln2","21346","transgelin 2",-0.129166622833661,7.62531957934156,-0.763411856665392,0.460893767569025,0.709103771891912,-6.19038386877644
"128","17219633","Olfr218","258880","olfactory receptor 218",0.126964411366546,1.88321698492309,0.307481076524398,0.764082454831195,0.892021401326702,-6.44247802656488
"129","17219639","Olfr418","258645","olfactory receptor 418",0.354166521987473,1.69057784075982,0.755868112951021,0.46522754571205,0.711566422407089,-6.19617877170984
"130","17219662","Ifi209","236312","interferon activated gene 209",-0.0277081885754651,4.09380197809327,-0.0822389042703274,0.935898583993327,0.974297760944374,-6.48897370572621
"131","17219680","Olfr432","258711","olfactory receptor 432",0.249501293574614,1.7595273498804,1.12967731017916,0.282072978049815,0.564523059011461,-5.85007129185454
"132","17219688","Olfr424","258716","olfactory receptor 424",0.59458265021597,1.71643525496971,1.39026094219858,0.191283893066423,0.470973664342822,-5.54509786969105
"133","17219869","Sdccag8","76816","serologically defined colon cancer antigen 8",0.0812299519665114,4.97452387121645,0.382022589287804,0.709547097181743,0.865858573043464,-6.41542455857757
"134","17219963","Desi2","78825","desumoylating isopeptidase 2",0.169489552406295,6.15248938151097,1.1396374336802,0.278069979139749,0.562266201779483,-5.83930451651637
"135","17220018","Cnst","226744","consortin, connexin sorting protein",-1.30613903379775,6.48029144682982,-5.45185962649205,0.000183548418364959,0.0149074405722988,1.07706658026019
"136","17220148","Lin9","72568","lin-9 homolog (C. elegans)",0.230219754670918,5.03665380521904,1.12653160237792,0.28334644116245,0.566056466443543,-5.85345622649119
"137","17220166","Acbd3","170760","acyl-Coenzyme A binding domain containing 3",-0.236104518226416,8.10604994178858,-1.55067935167007,0.148578606323171,0.410941660352493,-5.33544188823649
"138","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.090077144452172,6.83983876657992,0.547033363674608,0.595017214853462,0.79869815499869,-6.3354639358496
"139","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",-0.125924327078235,2.46812195807448,-0.38888508798698,0.704605016602593,0.863700069481336,-6.41264696543857
"140","17220432","Tlr5","53791","toll-like receptor 5",0.368174291430578,5.76641575618364,1.67261464524109,0.121894114372382,0.372518401485052,-5.16637497691065
"141","17220452","Taf1a","21339","TATA-box binding protein associated factor, RNA polymerase I, A",0.111046705972198,5.85784100915413,0.631890258722216,0.540059533397225,0.762646738276468,-6.28386714314414
"142","17220529","Mir194-1","387189","microRNA 194-1",-0.119282950711203,3.35019173979369,-0.459989720282933,0.65426730496927,0.834752096488518,-6.38104951802577
"143","17220548","Eprs","107508","glutamyl-prolyl-tRNA synthetase",0.262835883312979,8.55919294372099,1.97253213724118,0.0735743418442552,0.288893874730099,-4.72048519674557
"144","17220627","Esrrg","26381","estrogen-related receptor gamma",0.964371793516295,5.7934171576671,3.30007490963159,0.00685732233850979,0.0906740949212667,-2.47581022587717
"145","17220724","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",0.211198417057957,6.96654249852187,1.59606388007421,0.138102040529594,0.397957179350918,-5.27343872601649
"146","17220794","D730003I15Rik","100504360","RIKEN cDNA D730003I15 gene",-0.546929888383974,5.33596284909078,-1.55837446574135,0.146755020948987,0.408386241344195,-5.3250087048253
"147","17220797","Pacc1","66950","proton activated chloride channel 1",-0.388774361544247,4.04754219739832,-2.14590552016656,0.0544488383699725,0.247750489482823,-4.44678705254508
"148","17220809","Ints7","77065","integrator complex subunit 7",-0.366378258741011,7.15541799468596,-2.57512349137527,0.0253724032933459,0.172419707436394,-3.73422873362487
"149","17220833","Lpgat1","226856","lysophosphatidylglycerol acyltransferase 1",-0.613513178591144,7.94939266608864,-2.49737893070888,0.0291751801906616,0.183316871963989,-3.8661429933688
"150","17220882","Kcnh1","16510","potassium voltage-gated channel, subfamily H (eag-related), member 1",0.0965542631487732,3.4349556619413,0.520826683116178,0.612562855148289,0.80865350446932,-6.34997927970938
"151","17220944","Lamb3","16780","laminin, beta 3",-0.0288560371207232,3.61326403832152,-0.090211694847708,0.929701677134403,0.972011493637263,-6.48824259976084
"152","17220974","Plxna2","18845","plexin A2",0.3572013737886,7.64460691881228,2.16010095544846,0.053110626884468,0.245390766808792,-4.42394901714022
"153","17221010","Mir3962","100628615","microRNA 3962",0.981295305262198,2.31736174786783,2.1546318147347,0.0536224721933433,0.246117294268764,-4.43275504176876
"154","17221014","Cd34","12490","CD34 antigen",-0.362812948076334,9.33600979797924,-2.04330138098109,0.0651114681264419,0.271003992656564,-4.60998819003618
"155","17221071","Sox17","20671","SRY (sex determining region Y)-box 17",0.592643453607584,6.76728410161172,1.6489449130099,0.126716093722596,0.377500482194479,-5.19980278712208
"156","17221186","Snhg6","73824","small nucleolar RNA host gene 6",0.073128988108178,5.89355449564597,0.345237433767388,0.736270767973922,0.880416165945966,-6.42949053504212
"157","17221191","Snord87","266793","small nucleolar RNA, C/D box 87",-0.159782575220783,5.29779402611514,-0.538634144788411,0.600612137984108,0.802782473716258,-6.34018972253154
"158","17221197","Tcf24","100039596","transcription factor 24",1.02259244559725,5.0272097435118,3.97183517039474,0.0020875593078968,0.0520846047320251,-1.31166455189748
"159","17221375","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",0.629794007891721,5.89300490415395,1.2871066763286,0.223852844430142,0.510088850758802,-5.67142833759036
"160","17221502","Jph1","57339","junctophilin 1",0.756688623955465,5.70920512498298,1.68131092917191,0.120163851921399,0.368806327680849,-5.15402268449886
"161","17221686","Kcnq5","226922","potassium voltage-gated channel, subfamily Q, member 5",0.198646438838177,4.07038066848509,0.608440521983888,0.554954808977881,0.771000424892252,-6.2988215337468
"162","17221756","Ogfrl1","70155","opioid growth factor receptor-like 1",-0.179598164808766,4.9903308799939,-0.887825918961205,0.393180096407726,0.661337757665579,-6.08747287846151
"163","17221786","Sdhaf4","68002","succinate dehydrogenase complex assembly factor 4",-0.910755701484022,6.01841689865275,-3.83994227179685,0.0026279137342635,0.0590521320450018,-1.53776325328798
"164","17222001","Prim2","19076","DNA primase, p58 subunit",-0.0963849947284636,5.02946839267971,-0.451508222357971,0.660184800271301,0.837722456381989,-6.38508707378004
"165","17222020","Bag2","213539","BCL2-associated athanogene 2",0.0126374590746039,4.76287263500032,0.0575992882577254,0.95507597386128,0.980791447690163,-6.49080627279796
"166","17222072","Ccdc115","69668","coiled-coil domain containing 115",-0.185323468493857,5.29872946583965,-0.80614014300499,0.436835167794928,0.691645215165705,-6.15658956838371
"167","17222096","Fam168b","214469","family with sequence similarity 168, member B",-0.0346588232163381,9.52635504252474,-0.240868881496924,0.813980769682129,0.92026092911749,-6.46178064112039
